pdb	chain	start	end	curv_mean	curv_std	twist_mean	twist_std	 twist_sign_mean	twist_sign_std	pitch_mean	 pitch_std	pitch_sign_mean	pitch_sign_std	 tmscores_mean	tmscores_std	yaw_mean	yaw_std
1ad1	A	5	265	0.8421158735770256	0.12212571072574453	0.2826456714276619	0.24929519564744207	-0.14285714285714285	0.989743318610787	0.28121810593322555	0.16323538856487127	-0.14285714285714285	0.989743318610787	0.3725590174834204	0.0641421186441937	0.2760063762971373	0.2510984959870431
1ala	A	13	318	1.6605588635729476	0.28423647976152766	0.5709796622618605	0.10377146159337207	1.0	0.0	0.2818715708816368	0.08067995820795291	-1.0	0.0	0.7464960224503264	0.11601009064237756	1.9495677030224006	0.021634323903242124
1aqb	A	22	139	0.7340415886126683	0.28433763990233196	0.26597344358748526	0.2114231221391583	-0.3333333333333333	0.9428090415820634	0.4843425879612018	0.5006117165926071	-0.3333333333333333	0.9428090415820634	0.3005715865333962	0.04844649236784052	1.509837113380253	1.045370582758931
1ap9	A	10	194	1.4717086843230167	0.4535205113741696	0.23838529793991253	0.2044807799475447	-1.0	0.0	0.06837921324144625	0.013475986929665229	-1.0	0.0	0.5068644274499003	0.00867154589003799	1.61932128086158	0.03070752780712871
1anx	B	17	317	1.7083650636911762	0.5696129143190406	0.5599845491452451	0.09249863738490338	1.0	0.0	0.2635038499086204	0.19110369391406012	-1.0	0.0	0.8635107117867706	0.05006717063972034	2.0899816648863307	0.3543963641416047
1aof	A	164	551	0.7798322126526681	0.1933156231653675	0.5362808516977325	0.9235312884277141	-0.14285714285714285	0.989743318610787	0.1403812776476072	0.06203112574148435	0.42857142857142855	0.9035079029052513	0.599730131047915	0.09533948353929203	0.5184130575161161	0.883033367854724
1avu	A	15	167	2.1541412899152865	0.21974296236254087	0.17794893980535897	0.15732507134114393	1.0	0.0	0.2278534087116254	0.10556393826338184	0.0	1.0	0.44341970746073667	0.02353077489011121	0.13474320941574408	0.10258366606834962
1ap7	A	8	165	0.20850161168296555	0.01658114972191201	0.20842630809379636	0.041826055854538344	-0.5	0.8660254037844386	0.10258443119053035	0.08368154378841873	0.5	0.8660254037844386	0.4399818295443872	0.024040459319750646	0.1236781148548601	0.03731391823855207
1axc	A	1	251	0.852485584363778	0.5596018581761486	2.809502403222672	0.06797357484300892	-0.3333333333333333	0.9428090415820634	0.21547498058880002	0.16607633254029633	-0.3333333333333333	0.9428090415820634	0.6478208074442376	0.05381869169135018	3.0458294308188134	0.017929664782688825
1awc	B	6	157	0.13500853236549443	0.004283745251390669	0.1159012819888366	0.05251254829371834	-1.0	0.0	0.08210412543969159	0.06904979706809995	1.0	0.0	0.7949991617720873	0.1579047532183311	0.07665180692466261	0.03867265850193596
1b0o	A	20	124	1.7711372653015889	0.7832696832371342	0.8263356994886882	0.3817476048717414	-0.3333333333333333	0.9428090415820634	0.5122939213481789	0.17223612757390727	-0.3333333333333333	0.9428090415820634	0.23767592731679257	0.02000103415960719	0.316875544519107	0.33003753072459735
1aw1	E	4	255	0.8043373687400105	0.15236052941218195	0.29090359153234624	0.2032469542271457	-0.14285714285714285	0.989743318610787	0.2555023669631841	0.21605977808216378	-0.42857142857142855	0.9035079029052513	0.37451898272521433	0.07292986548052612	0.14500870617302808	0.09131565275259232
1axm	A	22	137	1.4692655989870818	0.03929075025700146	0.30330606420186895	0.16370973516470805	-1.0	0.0	0.21823785568723586	0.14330560648149537	0.0	1.0	0.6098833149741116	0.11670385091859545	0.5749980302605465	0.05049866966406058
1b4k	A	39	335	0.7953576600558531	0.23363564528947361	0.6028832089423075	0.4710607412134083	-0.42857142857142855	0.9035079029052513	0.5009081558371158	0.44421283489091073	-0.14285714285714285	0.989743318610787	0.4040732565707278	0.06786229633622629	0.40251909695827875	0.18189094625875424
1b89	A	1221	1516	0.09087584176579891	0.11201001280092246	0.2929867100922145	0.22935031845073603	0.5555555555555556	0.8314794192830981	0.21651897284628638	0.1676242817753637	-0.3333333333333333	0.9428090415820634	0.48655140371706196	0.07276282586420225	0.25007228703890966	0.15674850880654026
1b77	A	1	228	0.8772228780460128	0.5648600152597824	2.950322906108917	0.10778190952585225	-0.3333333333333333	0.9428090415820634	0.20014886987066802	0.11204537378660838	0.3333333333333333	0.9428090415820634	0.485689425613304	0.07166353783528219	3.059985865069675	0.02883664776664744
1b5t	A	23	291	0.8226568444263814	0.1638387582138649	0.30658228516570996	0.26865891572475553	0.14285714285714285	0.989743318610787	0.1459981833338667	0.10229281509837378	0.14285714285714285	0.989743318610787	0.4805238413142325	0.05821124865197211	0.287879212325025	0.08974894534064252
1b4m	A	8	113	1.345909862685473	0.22091580087011664	2.0266535292973775	1.3321044624497724	-0.3333333333333333	0.9428090415820634	0.33654343438087214	0.20204041508036624	0.3333333333333333	0.9428090415820634	0.24366683968981953	0.027731068353620738	1.3272884812073313	0.3487754958980638
1b3u	A	8	585	0.2735301098143905	0.11523508295539808	0.17395424975548687	0.22130403635444298	0.2857142857142857	0.9583148474999097	0.04330508492190572	0.042310382127276495	-0.5714285714285714	0.82065180664829	0.6563313024565712	0.11016747177869551	0.13093889759931135	0.09984845081793524
1b9t	A	111	460	1.0255709038335223	0.1472475837654468	0.21879764059951845	0.12215270336382063	-0.2	0.9797958971132713	0.11247969306148287	0.09669906679075617	0.2	0.9797958971132713	0.4848184106260468	0.09587758224134149	0.326313446306195	0.18916991074090123
1bcw	A	15	315	1.7100454154791247	0.6193221967407054	0.5749614006068936	0.1190625844421085	1.0	0.0	0.28279568088720747	0.18017057192037028	-1.0	0.0	0.8718983499926033	0.058939067360950746	2.1002268527391625	0.3999844091954115
1bd8	A	8	162	0.20282825225340248	0.009250028402763321	0.11274962846949371	0.050527277585384514	-0.5	0.8660254037844386	0.08481641119878608	0.07292935860032398	1.0	0.0	0.648883469551929	0.08162593183007981	0.07216903109004533	0.0740223402343456
1bd0	A	14	220	0.7789026561316431	0.18704364699519904	0.6241772935021103	0.42734494132354	-0.14285714285714285	0.989743318610787	0.1455215891840844	0.11521352199081905	-0.14285714285714285	0.989743318610787	0.3610752411072185	0.07884166451696378	0.45634458199191624	0.27714481730859336
1bi7	B	10	134	0.21696521219350653	0.009591748599313837	0.04672881736042186	0.02911053295785307	-1.0	0.0	0.1284866808734472	0.08137927130470805	1.0	0.0	0.5817277058952576	0.020889858850637284	0.04738290717960708	0.014132487150581678
1bhe	A	36	365	0.09795789260900131	0.04397177380386476	0.1341720240093196	0.14472367660581253	-1.0	0.0	0.043708441550496066	0.04509995596932176	-0.6	0.8000000000000002	0.48121131021537034	0.11265432733641963	0.15527702082379186	0.1535944078106797
1bj7	A	17	118	0.6166304326559046	0.1825551432502574	1.5188421901593498	0.8701401235865763	-1.0	0.0	0.8198885995457825	0.5658087285919354	0.3333333333333333	0.9428090415820634	0.2889067240272691	0.06787970002819445	1.756839637262878	1.2445523012531468
1bih	B	14	395	1.7704153114106216	0.5105765517833007	2.005191955927862	0.7275904890711672	0.3333333333333333	0.9428090415820634	0.37265672634693536	0.42039172301769373	0.3333333333333333	0.9428090415820634	0.6692171846015462	0.054725905821844924	0.7195354583706502	0.42607302076030823
1bk5	A	100	493	0.2782364478612658	0.011131924908274143	0.4676087607532017	0.08224356651353543	1.0	0.0	0.14506385979114722	0.10502103762782232	0.25	0.9682458365518543	0.7844843675856853	0.07176528357930669	0.06911625443910265	0.07418880155123853
1bkh	A	139	321	0.7527617643202026	0.08319558613096421	0.1946465403328498	0.1656316184884789	-0.3333333333333333	0.9428090415820634	0.19715001307544153	0.09123066727048904	-0.3333333333333333	0.9428090415820634	0.433076813437201	0.04472772278681963	0.2501202453065922	0.18845612750249957
1bn8	A	126	338	0.03878219742592595	0.004078273057277234	0.09525357078699392	0.04811278135498007	-1.0	0.0	0.0323403103793792	0.027991516898547963	-0.6666666666666666	0.7453559924999298	0.4471219126316322	0.11315620237590632	0.03987448445111174	0.032238766462448214
1bpo	A	21	300	0.9281550157581986	0.06832377239042851	0.1991679506925322	0.13625854877224403	-0.2	0.9797958971132713	0.10191510089366118	0.1214044978580122	-0.6	0.8	0.5370077971542795	0.058089687690364086	0.2519260015382569	0.31089051437997306
1bpo	A	331	484	0.5574561439961205	0.0711339841322017	0.7201225517181566	0.9036858364399415	1.0	0.0	0.18137680420752772	0.07816149969162078	0.0	1.0	0.40978059394931354	0.0638906171617307	0.40433705373401707	0.30600940959997686
1bmf	A	28	90	0.7709712273282907	0.20860150271779365	1.5323392830598412	0.3941190358161609	1.0	0.0	1.0197223497269094	0.04476142947585038	-1.0	0.0	0.21167853800445433	0.012941497864416979	1.2762518934389613	0.23834335412445784
1bqc	A	22	286	0.81638162411137	0.14386061198461497	0.2157891312226763	0.19949543167995987	0.42857142857142855	0.9035079029052512	0.1236906531999095	0.09378594328159258	-1.0	0.0	0.39111672594078606	0.06662683215540449	0.4874725771964608	0.5456049785515472
1bsl	A	2	321	0.8229248555362471	0.239348117215816	0.29755341537615676	0.19176087764270472	-0.14285714285714285	0.989743318610787	0.3568557736083956	0.26733964497249585	-0.14285714285714285	0.989743318610787	0.45891435629408334	0.08659945782549237	0.42003065393322475	0.1938211440443536
1bt9	A	9	340	0.6296424391868441	0.14878869307803283	0.1943383578867394	0.13169390826605334	-0.7142857142857143	0.6998542122237652	0.15902932894536104	0.1255011713074102	-0.14285714285714285	0.989743318610787	0.4586496094646556	0.08449231170438519	0.16903843786177886	0.0905495798591158
1c3k	A	9	146	0.2225023475426205	0.027362194028175787	0.21339206759383678	0.10512447485556875	1.0	0.0	0.4773727132516854	0.06654037387256495	1.0	0.0	0.6506294908427211	0.013966735901915772	1.8882471521932167	0.07942470174508087
1c1z	A	3	323	0.5763073461257779	0.04471989094178972	1.3802095277034703	0.6950312678462045	0.5	0.8660254037844386	0.42227523330227856	0.137628650918969	0.5	0.8660254037844386	0.6773544555731554	0.09654101163371126	0.3255106564541407	0.2610215594896475
1c3d	A	2	294	1.0499691473953976	0.3608217612615113	0.12280721504993149	0.06757348543342845	0.6	0.8000000000000002	0.09639201914304425	0.04568797137204234	0.2	0.9797958971132713	0.46604093393260354	0.08831765699820178	0.37490661379818346	0.2704089113819471
1c5k	A	163	418	0.9960841927431769	0.0755927893190556	0.07760363220846617	0.045647941619907054	-0.6	0.8	0.0799607823310395	0.03752632551024192	-0.2	0.9797958971132713	0.7016931480603295	0.04786414547390173	0.12817336751148206	0.10168111896382465
1bu9	A	7	160	0.19152680080595547	0.012200110406865862	0.1486593676403144	0.07171414579510133	-1.0	0.0	0.08210351238482977	0.043880138177704746	0.0	1.0	0.53135213493859	0.08888176015834615	0.06560813091063586	0.03137584046483086
1bwy	A	1	131	1.2736747950658684	0.16404204660683308	0.8800725444501186	1.2365667644258937	-0.5	0.8660254037844386	0.20454530831059675	0.09348211063741849	0.0	1.0	0.2950156916507018	0.0733403876191637	0.8669260140972566	0.7266104677228981
1cbi	A	5	136	1.2333201181777032	0.47722671717031834	0.2099449466993485	0.04592264404076659	-1.0	0.0	0.14239770981516237	0.16397715714990188	-0.5	0.8660254037844386	0.26274381349661896	0.0694414797249627	0.716155832622527	0.35036599511380084
1ce7	B	7	129	1.994152801150777	0.0705042485411479	0.09245184829076483	0.03762053918962435	1.0	0.0	0.13143395104075883	0.004974228168064809	0.0	1.0	0.7144668095868885	0.03925145538654945	0.0861820588432022	0.08252683571009574
1ce7	B	137	250	2.122073782284575	0.1397098422066777	0.020605305500513347	0.008278725929752529	-1.0	0.0	0.0678170282548265	0.03591911363959954	0.0	1.0	0.6789066182266978	0.07432679217784716	0.11983420359599291	0.011982650160603583
1ci1	A	7	251	0.8093849021425268	0.1455975047582351	0.270136643825885	0.12613929130983564	-0.14285714285714285	0.989743318610787	0.1594893128586997	0.14421378218207304	0.14285714285714285	0.989743318610787	0.36617646598337583	0.07673606091641899	0.163315114070034	0.07729239661176851
1ck7	A	477	644	1.457945185232055	0.15884131506368143	0.1257993799918324	0.12105886388762765	-1.0	0.0	0.23183912254741545	0.08559111864670961	-0.3333333333333333	0.9428090415820634	0.5974829009955823	0.11261287159524576	0.17122214708803818	0.1644809936743655
1cvm	A	53	354	1.0866744936255561	0.19311625110752562	0.16278857162856547	0.16242431387233522	-0.2	0.9797958971132713	0.07542033418770293	0.07984171217159033	0.2	0.9797958971132713	0.5605528376128628	0.081355010014425	0.17606738495112767	0.1596650369807593
1cvs	A	21	143	2.108499529407956	0.06445638205867121	0.045274001009649796	0.04397577472337184	0.0	1.0	0.08502664023625128	0.019823285987858763	0.0	1.0	0.6556784703802743	0.10003553296218004	0.09072837612221724	0.01885158751915022
1cwv	A	504	884	0.3473511752539487	0.014313732604145923	2.501919376078035	0.6669032448784666	-0.3333333333333333	0.9428090415820634	0.3555756308519817	0.2047898727790736	0.3333333333333333	0.9428090415820634	0.7329162575591858	0.16423915314439871	0.15402355389915948	0.07028551006085902
1czd	A	1001	1228	0.9237696983793048	0.5984359384862342	2.9642125298195734	0.11532621067634687	0.3333333333333333	0.9428090415820634	0.21950442210798324	0.08128655767298128	0.3333333333333333	0.9428090415820634	0.48727787080950874	0.05691035122646719	3.0374820168206664	0.08129960834278643
1clw	A	142	538	0.11255410998690692	0.10215558003663512	0.09883502114253528	0.046190335934405115	-1.0	0.0	0.03255208442875993	0.019076782658864738	0.0	1.0	0.394432149834186	0.12696311023719264	0.09755230471029107	0.10181504950671597
1czf	A	45	355	0.11386448403839664	0.07922565895155471	0.1685491358587899	0.23743563245600569	-1.0	0.0	0.11228019813443661	0.21427264939339014	-0.4	0.9165151389911681	0.3982897718568974	0.11765618165141764	0.1390903030556501	0.16765838801325464
1d0b	A	78	230	0.24720088063848303	0.005836424613542719	0.08704792809432316	0.008100090353942054	1.0	0.0	0.03369110745845857	0.019822878412745	0.0	1.0	0.6024437407810895	0.1242113573595034	0.020847433671483815	0.01710502607933213
1d2p	A	536	904	1.2409046292723713	0.7377947867299999	2.8791913047595905	0.10547822124480132	1.0	0.0	0.5203062378684373	0.11114509860981965	-0.3333333333333333	0.9428090415820634	0.8562685940438298	0.023374025424780363	0.18632775288537018	0.07252182824556844
1d7k	A	45	273	0.7501468337355276	0.15964387749157424	0.3855270221737849	0.3034510437420291	0.42857142857142855	0.9035079029052513	0.23848277153197578	0.2292500421894069	0.14285714285714285	0.989743318610787	0.42839832684463763	0.04311272061919439	0.17600225908356926	0.1018057832686917
1d8d	B	74	374	1.0025839972534412	0.05713074428089322	0.07332490844655962	0.06534353564888178	0.2	0.9797958971132713	0.06770589334008074	0.06673565849791839	-0.2	0.9797958971132713	0.6802782983586604	0.0528870954117696	0.07325301273755347	0.0651149757918306
1d9s	A	7	130	0.27068676200237946	0.012912803474621617	0.14450527417147777	0.13984879177054602	-1.0	0.0	0.14785584152633838	0.0630918192712354	0.3333333333333333	0.9428090415820634	0.44985805697013087	0.06359962427852826	0.10797273006102055	0.03817401498827055
1dbg	A	45	405	0.21214129444461147	0.11346365645181145	0.09720969523913077	0.03512025876160745	-0.6363636363636364	0.7713892158398699	0.05592217007032397	0.08511084414190942	-0.2727272727272727	0.9620913858416693	0.3964498258682765	0.14200004634832208	0.20233136068399651	0.11468634618995766
1dce	A	444	561	0.2445795352128055	0.024621141257101724	0.049559365954624325	0.03548488093270807	0.5	0.8660254037844386	0.09912307002482251	0.04390282185963075	1.0	0.0	0.41378825579958345	0.03815390587003098	0.08594751973875861	0.05447092852174806
1dab	A	5	471	0.08584606634468095	0.09204231961516202	0.07692037000662481	0.029483743598517343	-1.0	0.0	0.021087139618104725	0.021919096186438072	-0.25	0.9682458365518543	0.45981100702976774	0.10075272978915623	0.10442516545611193	0.10124523928410406
1dce	A	49	442	0.2773715567041745	0.07988576373291674	0.2508590957522945	0.1614544784347501	0.0	1.0	0.07945533240789542	0.03578249357531469	-0.3333333333333333	0.9428090415820634	0.5957608530849449	0.06572158026290029	0.14767303896048872	0.09627992046095471
1dcq	A	368	506	0.06305362334837446	0.0083506387698145	0.13946573970607348	0.04298494470813198	-1.0	0.0	0.14223215781821805	0.04937653394148244	-1.0	0.0	0.5583034865356044	0.0800934088131573	0.020239401107618113	0.012101546012238064
1dce	B	19	302	1.0500608193965013	0.054181160608698306	0.06424465343339789	0.06465013949096308	-0.2	0.9797958971132713	0.04233074973707174	0.029987930682461732	0.2	0.9797958971132713	0.7826314379479719	0.09010631389297565	0.050849793618578	0.05028861043970664
1dfv	A	28	141	1.6715205505013613	0.17185471413346687	0.5202625745042279	0.16018577241663118	0.3333333333333333	0.9428090415820634	0.4898441347127078	0.33704871393623953	-0.3333333333333333	0.9428090415820634	0.34197733780915146	0.020388495922597567	0.3386026397471573	0.19762619202289067
1df3	A	20	121	0.48778757885061513	0.2864293109871599	1.2446687180227303	0.4919869642247175	-0.3333333333333333	0.9428090415820634	0.14128217399077073	0.10036743374421635	1.0	0.0	0.25151938097916793	0.04911675258159734	1.8039764860460556	1.1385498526047408
1dhp	A	3	224	0.7725469877374332	0.08977028476473083	0.26832986727329816	0.20153908878259488	-0.14285714285714285	0.989743318610787	0.1582402707034168	0.13523486660545997	-0.14285714285714285	0.989743318610787	0.39760395056515424	0.06158897225084439	0.2426378632777968	0.13673133278713495
1dl3	A	2	201	0.8346344649343715	0.0824159424094864	0.277685021241276	0.21645085614676546	0.14285714285714285	0.989743318610787	0.15875734700793945	0.10638291421407338	-0.14285714285714285	0.989743318610787	0.3005398454974656	0.06594692157487302	0.1748104868939755	0.12838109367605813
1dfj	I	5	456	0.3172834203825061	0.03216154471473455	0.09496753366493156	0.10802848769971807	0.06666666666666667	0.9977753031397176	0.058933167140244734	0.08009874233341388	0.2	0.9797958971132713	0.5663307123879322	0.075322486103326	0.01758433288483917	0.013553000213944868
1dik	A	535	872	0.8227670949123785	0.3101252211586123	0.46772797996380905	0.3018485601556056	-0.14285714285714285	0.989743318610787	0.14400544854143302	0.12183038669992753	-0.14285714285714285	0.989743318610787	0.4053082033387085	0.08472163698465815	0.296427072387283	0.37278626135188514
1dlg	A	22	417	1.1276607032832648	0.4006945902866367	2.378422612319145	0.4691530783287446	-0.6	0.8000000000000002	0.9385612662011903	0.45806218550441624	-1.0	0.0	0.6254406719860572	0.05010331861517742	2.3764950337109774	0.36199120240935434
1dml	A	29	319	0.7808208545992669	0.5351311061075213	1.051766289063693	0.5554194312561448	0.3333333333333333	0.9428090415820634	0.4560832662350922	0.2502242870823741	-1.0	0.0	0.42088691422978125	0.02044735904848135	2.2510971101028487	0.3373245427655057
1dtn	A	134	356	0.7729396240780686	0.13239903101353642	0.6855815985397895	0.9998850843844546	0.14285714285714285	0.989743318610787	0.17194874001617957	0.16289639605832876	0.14285714285714285	0.989743318610787	0.41188210298366756	0.07911572834593007	0.3605242721713651	0.7570934186839181
1dv7	A	15	222	0.8343758729320461	0.24819252011403523	0.27632167617012954	0.19056195766165338	-0.14285714285714285	0.989743318610787	0.20566076148537607	0.1173182885006356	0.14285714285714285	0.989743318610787	0.353274850683288	0.10943695931188081	0.3975028961854591	0.4913867052375636
1dx5	K	359	460	1.9122109787360455	0.7547227504769207	2.9280256503531694	0.1266109911561315	1.0	0.0	0.6136825174423834	0.12616220558913943	-1.0	0.0	0.2571330490839223	0.07124902534900933	1.4733074887528825	1.0969339828925297
1dm5	B	7	316	1.6265330011713068	0.39369364081611513	0.5874330799479774	0.12150025205818378	1.0	0.0	0.2659039743044816	0.07367880302641325	-1.0	0.0	0.7989757150653856	0.10197482522006036	1.9839402151445495	0.21431843148554697
1e1a	A	20	301	1.0236450833830328	0.07668487059993057	0.23008104463381357	0.09597797048623717	-0.2	0.9797958971132713	0.11531030279750118	0.0990082034721574	0.2	0.9797958971132713	0.5388658987044922	0.04846372685242095	0.2589589203769376	0.1997064491366501
1e0t	A	5	337	0.7930331625309658	0.14350826291685323	0.48220781194125634	0.30826472746451694	-0.42857142857142855	0.9035079029052513	0.2708178133923592	0.16469741376675204	-0.14285714285714285	0.989743318610787	0.41948831061522945	0.06425340789687951	0.446061375102047	0.158976192547776
1e3x	A	5	394	0.9423083990237023	0.3670777260238466	0.6611256017409191	0.38503525799617044	-0.3333333333333333	0.9428090415820634	0.44440789816160625	0.20704994218768075	-0.3333333333333333	0.9428090415820634	0.4355392489577064	0.09821950213139743	0.5931241182229966	0.5025412181480555
1e1c	D	110	389	0.8420174545492131	0.26130024777315686	0.7136516642349154	0.7675741670252628	-0.42857142857142855	0.9035079029052513	0.207669681292773	0.12146295098850483	-0.14285714285714285	0.989743318610787	0.41599358273724957	0.1323613296740743	0.1777669498626469	0.22501462711961007
1e5p	D	11	113	1.9300613156437076	0.909971027740952	0.5929695388389534	0.6202017583750915	0.3333333333333333	0.9428090415820634	0.24655927120506424	0.11751508611252529	0.3333333333333333	0.9428090415820634	0.24407304937989707	0.0850102409255985	1.0493394008968677	1.1258227611471257
1e54	A	2	332	0.7198693970031078	0.6593711114647921	0.6155273049275326	0.8821080605100501	-0.42857142857142855	0.9035079029052514	0.23377157016744196	0.12647963645681573	0.42857142857142855	0.9035079029052514	0.45546210274417076	0.16589013425359458	0.5818723599742993	0.8006975526096545
1e8y	A	548	724	0.49774038211019195	0.06772244423471684	0.5298629028009724	0.6015893119719882	-0.5	0.8660254037844386	0.21013051066562877	0.11505363089883554	0.0	1.0	0.4459635626214328	0.07952739199445043	0.3517173451388946	0.2832521524246778
1e8n	A	75	425	0.90254021228391	0.09910704753373685	0.17398132802618102	0.1499326874495509	-0.3333333333333333	0.9428090415820634	0.17815705516433825	0.14473492327984036	0.3333333333333333	0.9428090415820634	0.4742115813962177	0.07426982143797937	0.2678924847709337	0.2587387870021243
1e9i	A	167	416	0.8374044398323943	0.2267620630440616	0.3876969940135391	0.17491022077243618	-0.3333333333333333	0.9428090415820634	0.2755123613828483	0.15366938957636217	-0.3333333333333333	0.9428090415820634	0.41132673783945556	0.042663825077680816	0.27774999653627236	0.1977146971395093
1ea0	A	1263	1390	0.0023904128399899463	0.000242080263283641	0.08605790895892193	0.04451123981085708	-1.0	0.0	0.011756456864556997	0.0031933724901921138	-0.6	0.8000000000000002	0.3795710855287038	0.033370238341644966	0.021528612948188707	0.019133787227616265
1ec9	A	149	363	0.817885283294404	0.04054035612765146	0.3407712326335696	0.31997183717589733	0.3333333333333333	0.9428090415820634	0.2888037301393944	0.24093143922520355	-0.6666666666666666	0.7453559924999298	0.4408538053001751	0.07764622157344894	0.4686086663624154	0.30529860973513545
1ea0	A	852	1156	0.7686342848848687	0.11180822742827175	0.5566207149827731	0.3217720501097819	-0.14285714285714285	0.989743318610787	0.36019552247366665	0.17275639172599988	-0.14285714285714285	0.989743318610787	0.3191294408322772	0.0865408101498393	0.4855894867853827	0.469249565217258
